AK,1975,1,61.56
AK,1975,2,63.04
AK,1975,3,67.66
AK,1975,4,66.78
AK,1976,1,72.17
AK,1976,2,71.3
AK,1976,3,73.44
AK,1976,4,73.83
AK,1977,1,78.35
AK,1977,2,75.65
AK,1977,3,78.02
AK,1977,4,79.89
AK,1978,1,76.43
AK,1978,2,85.48
AK,1978,3,87.21
AK,1978,4,86.37
AK,1979,1,88.24
AK,1979,2,99.61
AK,1979,3,95.7
AK,1979,4,94.65
AK,1980,1,100
AK,1980,2,82.13
AK,1980,3,71.36
AK,1980,4,92.17
AK,1981,1,87.27
AK,1981,2,107.22
AK,1981,3,114.85
AK,1981,4,127.33
AK,1982,1,134.41
AK,1982,2,128.6
AK,1982,3,139.1
AK,1982,4,137.97
AK,1983,1,137.14
AK,1983,2,138.88
AK,1983,3,144.59
AK,1983,4,144.32
AK,1984,1,148.14
AK,1984,2,146.19
AK,1984,3,152.48
AK,1984,4,150.52
AK,1985,1,143.08
AK,1985,2,143.4
AK,1985,3,143.51
AK,1985,4,140.15
AK,1986,1,140.91
AK,1986,2,143.21
AK,1986,3,138.7
AK,1986,4,135.39
AK,1987,1,132.04
AK,1987,2,122.56
AK,1987,3,114.59
AK,1987,4,103.72
AK,1988,1,119.94
AK,1988,2,113.95
AK,1988,3,125.12
AK,1988,4,130.43
AK,1989,1,126.93
AK,1989,2,102.94
AK,1989,3,102.85
AK,1989,4,100.8
AK,1990,1,97.43
AK,1990,2,110.79
AK,1990,3,120.3
AK,1990,4,117.87
AK,1991,1,122.85
AK,1991,2,125.64
AK,1991,3,129.61
AK,1991,4,129.86
AK,1992,1,131.23
AK,1992,2,132.7
AK,1992,3,133.46
AK,1992,4,134.18
AK,1993,1,133.88
AK,1993,2,134.41
AK,1993,3,136.67
AK,1993,4,137.4
AK,1994,1,138.62
AK,1994,2,141.8
AK,1994,3,143.91
AK,1994,4,142.61
AK,1995,1,145.14
AK,1995,2,147.51
AK,1995,3,149.02
AK,1995,4,149.12
AK,1996,1,151.93
AK,1996,2,154.29
AK,1996,3,155.18
AK,1996,4,156.88
AK,1997,1,156.78
AK,1997,2,157.9
AK,1997,3,159.2
AK,1997,4,161.09
AK,1998,1,160.92
AK,1998,2,163.59
AK,1998,3,165.03
AK,1998,4,164.89
AK,1999,1,166.84
AK,1999,2,170.35
AK,1999,3,169.9
AK,1999,4,170.07
AK,2000,1,169.93
AK,2000,2,172.01
AK,2000,3,173.12
AK,2000,4,173.73
AK,2001,1,176.71
AK,2001,2,180.28
AK,2001,3,182.9
AK,2001,4,183.22
AK,2002,1,186.15
AK,2002,2,191.3
AK,2002,3,192.72
AK,2002,4,192.27
AK,2003,1,193.49
AK,2003,2,196.58
AK,2003,3,200.94
AK,2003,4,208.62
AK,2004,1,210.15
AK,2004,2,215.21
AK,2004,3,226.31
AK,2004,4,228.64
AK,2005,1,234.28
AK,2005,2,243.36
AK,2005,3,251.89
AK,2005,4,259.53
AK,2006,1,263.53
AK,2006,2,270.14
AK,2006,3,275.23
AK,2006,4,277
AK,2007,1,280.74
AK,2007,2,283.7
AK,2007,3,282.33
AK,2007,4,281.87
AK,2008,1,281.76
AK,2008,2,282.04
AK,2008,3,278.9
AK,2008,4,281.36
AK,2009,1,281.85
AK,2009,2,279.01
AK,2009,3,277.89
AK,2009,4,279.39
AK,2010,1,275.11
AK,2010,2,277.44
AK,2010,3,278.95
AK,2010,4,279.75
AK,2011,1,279.72
AK,2011,2,279.04
AK,2011,3,279.78
AK,2011,4,282.05
AK,2012,1,279.81
AK,2012,2,279.49
AK,2012,3,281.79
AK,2012,4,284.46
AK,2013,1,287.84
AK,2013,2,288.76
AK,2013,3,291.83
AK,2013,4,292.61
AK,2014,1,290
AK,2014,2,296.26
AK,2014,3,299.36
AK,2014,4,299.52
AK,2015,1,301.54
AK,2015,2,304.58
AK,2015,3,307.92
AK,2015,4,310.47
AK,2016,1,311.08
AK,2016,2,313.58
AK,2016,3,314.86
AK,2016,4,313.05
AK,2017,1,314.8
AK,2017,2,316.76
AK,2017,3,319.56
AK,2017,4,323.52
AK,2018,1,321.1
AK,2018,2,324.08
AK,2018,3,326.15
AK,2018,4,324.15
AK,2019,1,328.37
AL,1975,1,73.02
AL,1975,2,72.02
AL,1975,3,74.41
AL,1975,4,70.86
AL,1976,1,76.77
AL,1976,2,76.55
AL,1976,3,77.14
AL,1976,4,79.52
AL,1977,1,81.53
AL,1977,2,83.52
AL,1977,3,88.17
AL,1977,4,89.24
AL,1978,1,88.52
AL,1978,2,88.8
AL,1978,3,96.59
AL,1978,4,96.23
AL,1979,1,99.89
AL,1979,2,100.37
AL,1979,3,101.92
AL,1979,4,108.65
AL,1980,1,100
AL,1980,2,103.58
AL,1980,3,110.04
AL,1980,4,109.29
AL,1981,1,105.61
AL,1981,2,109.34
AL,1981,3,113.17
AL,1981,4,106.99
AL,1982,1,109.22
AL,1982,2,107.96
AL,1982,3,107.7
